Año,Semana,Ceco,FHW
2026,15,38196,3.70%
2026,15,38246,21.40%
2026,15,38254,19.30%
2026,15,38263,20.70%
2026,15,38336,30.30%
2026,15,38596,11.80%
2026,15,38830,4.60%
2026,15,38883,11.60%
2026,15,38898,4.90%
2026,15,38935,18.20%
2026,15,38958,18.30%
2026,15,38963,16.10%
2026,15,38981,0.00%
2026,15,43005,17.50%
2026,15,38205,10.50%
2026,15,38207,2.70%
2026,15,38371,23.20%
2026,15,38411,21.70%
2026,15,38527,8.60%
2026,15,38546,13.70%
2026,15,38651,5.60%
2026,15,38677,20.50%
2026,15,38719,17.90%
2026,15,38837,20.00%
2026,15,43111,37.90%
2026,15,43132,19.00%
2026,15,43194,8.60%
2026,15,43195,2.80%
2026,15,38248,11.90%
2026,15,38671,5.10%
2026,15,38680,1.90%
2026,15,38808,2.10%
2026,15,38816,4.30%
2026,15,38875,11.00%
2026,15,38984,9.40%
2026,15,43007,2.10%
2026,15,43019,4.30%
2026,15,43154,5.80%
2026,15,38258,6.80%
2026,15,38313,7.40%
2026,15,38322,3.10%
2026,15,38380,1.90%
2026,15,38545,4.90%
2026,15,38582,5.60%
2026,15,38670,3.60%
2026,15,38836,6.90%
2026,15,38869,8.10%
2026,15,38874,22.00%
2026,15,38977,1.20%
2026,15,43143,1.70%
2026,15,38122,4.90%
2026,15,38148,5.20%
2026,15,38150,8.60%
2026,15,38189,3.80%
2026,15,38225,8.50%
2026,15,38233,5.40%
2026,15,38361,7.50%
2026,15,38414,2.80%
2026,15,38438,7.70%
2026,15,38485,7.20%
2026,15,38508,4.10%
2026,15,38534,2.00%
2026,15,38578,6.40%
2026,15,38607,7.90%
2026,15,38633,1.60%
2026,15,38704,0.30%
2026,15,38747,0.70%
2026,15,38749,0.50%
2026,15,38769,10.80%
2026,15,38829,3.70%
2026,15,38847,10.50%
2026,15,38957,6.90%
2026,15,43011,4.60%
2026,15,43058,5.00%
2026,15,43147,9.00%
2026,15,38243,9.00%
2026,15,38252,7.50%
2026,15,38271,8.30%
2026,15,38274,5.00%
2026,15,38277,16.40%
2026,15,38307,4.40%
2026,15,38326,9.90%
2026,15,38383,9.80%
2026,15,38446,2.50%
2026,15,38509,9.60%
2026,15,38539,2.30%
2026,15,38664,9.00%
2026,15,38667,0.50%
2026,15,38740,4.50%
2026,15,38763,3.90%
2026,15,38778,0.30%
2026,15,38779,13.70%
2026,15,38922,7.10%
2026,15,38933,1.30%
2026,15,38948,0.20%
2026,15,38952,8.60%
2026,15,43016,5.00%
2026,15,43060,6.80%
2026,15,43106,16.50%
2026,15,43156,8.70%
2026,15,38245,7.90%
2026,15,38247,7.10%
2026,15,38251,14.90%
2026,15,38453,1.40%
2026,15,38552,1.90%
2026,15,38673,11.00%
2026,15,38884,9.50%
2026,15,38904,7.40%
2026,15,43027,20.80%
2026,15,43032,13.90%
2026,15,43089,12.20%
2026,15,38268,12.80%
2026,15,38286,12.90%
2026,15,38601,12.20%
2026,15,38642,2.30%
2026,15,38729,9.40%
2026,15,38809,0.90%
2026,15,38812,2.90%
2026,15,38832,8.20%
2026,15,38899,1.80%
2026,15,38997,13.90%
2026,15,38262,17.60%
2026,15,38355,5.00%
2026,15,38392,12.70%
2026,15,38473,11.70%
2026,15,38506,6.50%
2026,15,38563,14.00%
2026,15,38630,10.10%
2026,15,38734,18.00%
2026,15,38891,13.40%
2026,15,38912,21.90%
2026,15,38974,9.30%
2026,15,43063,10.10%
2026,15,43185,23.10%
2026,15,38265,46.70%
2026,15,38412,2.00%
2026,15,38450,0.70%
2026,15,38737,2.50%
2026,15,38848,4.40%
2026,15,38934,2.70%
2026,15,38999,2.00%
2026,15,43076,2.10%
2026,15,38683,10.50%
2026,15,38726,13.20%
2026,15,38743,12.40%
2026,15,38873,8.80%
2026,15,43003,21.00%
2026,15,43042,14.90%
2026,15,43096,9.40%
2026,15,38283,13.10%
2026,15,38342,28.80%
2026,15,38353,19.30%
2026,15,38524,23.50%
2026,15,38591,9.60%
2026,15,38666,2.80%
2026,15,38685,23.80%
2026,15,38693,8.80%
2026,15,38797,35.00%
2026,15,38985,13.90%
2026,15,38998,0.60%
2026,15,43110,10.30%
2026,15,43168,9.60%
2026,15,38305,0.70%
2026,15,38860,3.30%
2026,15,38895,7.70%
2026,15,43036,3.40%
2026,15,43040,6.60%
2026,15,43125,9.40%
2026,15,43149,7.50%
2026,15,43155,12.60%
2026,15,38306,2.10%
2026,15,38315,6.30%
2026,15,38520,9.90%
2026,15,38631,8.90%
2026,15,38665,0.10%
2026,15,38669,4.90%
2026,15,38689,0.10%
2026,15,38735,6.10%
2026,15,38818,8.10%
2026,15,38953,1.60%
2026,15,43050,3.60%
2026,15,43071,3.90%
2026,15,38331,3.00%
2026,15,38459,6.80%
2026,15,38565,8.20%
2026,15,38650,6.80%
2026,15,38820,2.30%
2026,15,38947,3.80%
2026,15,38959,0.90%
2026,15,43031,5.10%
2026,15,43056,4.90%
2026,15,38457,5.90%
2026,15,38492,3.60%
2026,15,38618,2.20%
2026,15,38776,9.90%
2026,15,38986,9.70%
2026,15,38320,16.00%
2026,15,38323,4.20%
2026,15,38334,2.90%
2026,15,38350,2.20%
2026,15,38362,1.10%
2026,15,38373,6.50%
2026,15,38388,7.80%
2026,15,38518,3.00%
2026,15,38573,22.50%
2026,15,38574,17.80%
2026,15,38598,1.20%
2026,15,38609,2.20%
2026,15,38705,5.10%
2026,15,38759,13.10%
2026,15,38786,5.70%
2026,15,38826,5.20%
2026,15,38955,1.30%
2026,15,38988,7.10%
2026,15,43054,14.30%
2026,15,43088,14.00%
2026,15,43098,8.30%
2026,15,43133,5.80%
2026,15,43134,0.90%
2026,15,38250,2.60%
2026,15,38295,4.20%
2026,15,38467,2.90%
2026,15,38728,8.50%
2026,15,38757,1.50%
2026,15,38864,3.90%
2026,15,38871,0.50%
2026,15,38886,1.60%
2026,15,38916,1.50%
2026,15,38944,5.40%
2026,15,38976,1.20%
2026,15,43033,1.70%
2026,15,43180,14.80%
2026,15,38351,3.60%
2026,15,38375,7.50%
2026,15,38429,4.30%
2026,15,38511,2.20%
2026,15,38567,5.20%
2026,15,38678,5.10%
2026,15,38684,6.10%
2026,15,38716,4.10%
2026,15,38718,4.20%
2026,15,38996,5.30%
2026,15,43034,6.00%
2026,15,43164,4.60%
2026,15,43183,3.40%
2026,15,38357,0.60%
2026,15,38358,4.20%
2026,15,38790,4.00%
2026,15,38793,7.70%
2026,15,38893,10.90%
2026,15,38908,3.50%
2026,15,38939,3.70%
2026,15,43064,11.40%
2026,15,43170,4.90%
2026,15,38502,3.60%
2026,15,38594,2.30%
2026,15,38657,10.30%
2026,15,38659,1.10%
2026,15,38800,3.50%
2026,15,38801,5.10%
2026,15,38855,21.30%
2026,15,43026,4.10%
2026,15,43163,7.50%
2026,15,43169,3.80%
2026,15,38193,0.10%
2026,15,38372,2.20%
2026,15,38416,4.20%
2026,15,38499,5.00%
2026,15,38530,4.70%
2026,15,38549,2.90%
2026,15,38715,3.30%
2026,15,38764,0.10%
2026,15,38951,1.90%
2026,15,43105,2.90%
2026,15,38117,5.50%
2026,15,38176,29.50%
2026,15,38197,10.60%
2026,15,38427,4.30%
2026,15,38458,4.10%
2026,15,38475,11.40%
2026,15,38561,6.40%
2026,15,38590,9.20%
2026,15,38656,22.50%
2026,15,38695,6.80%
2026,15,38770,5.00%
2026,15,38859,3.90%
2026,15,43152,10.40%
2026,15,38126,5.00%
2026,15,38179,2.20%
2026,15,38185,9.80%
2026,15,38292,12.00%
2026,15,38439,5.00%
2026,15,38452,6.10%
2026,15,38466,5.20%
2026,15,38553,1.00%
2026,15,38568,3.60%
2026,15,38799,3.10%
2026,15,38815,6.40%
2026,15,38918,6.00%
2026,15,43107,4.80%
2026,15,38178,34.50%
2026,15,38199,7.20%
2026,15,38238,1.50%
2026,15,38244,6.00%
2026,15,38276,9.30%
2026,15,38303,9.20%
2026,15,38510,13.40%
2026,15,38603,6.60%
2026,15,38739,7.10%
2026,15,38844,9.10%
2026,15,38849,12.80%
2026,15,38970,5.80%
2026,15,38333,15.20%
2026,15,38339,15.80%
2026,15,38368,20.20%
2026,15,38401,35.20%
2026,15,38456,32.00%
2026,15,38515,12.40%
2026,15,38604,16.20%
2026,15,38862,23.70%
2026,15,38894,15.50%
2026,15,43193,7.70%
2026,15,38377,8.50%
2026,15,38480,6.20%
2026,15,38559,6.90%
2026,15,38629,5.90%
2026,15,38846,9.00%
2026,15,38882,14.30%
2026,15,43055,13.40%
2026,15,43135,13.50%
2026,15,38154,1.60%
2026,15,38221,8.70%
2026,15,38228,6.60%
2026,15,38241,1.80%
2026,15,38314,2.60%
2026,15,38324,2.30%
2026,15,38384,2.80%
2026,15,38592,11.00%
2026,15,38679,4.00%
2026,15,43030,2.40%
2026,15,43151,13.60%
2026,15,38348,6.00%
2026,15,38396,12.00%
2026,15,38410,9.00%
2026,15,38451,11.30%
2026,15,38536,9.30%
2026,15,38550,10.00%
2026,15,38649,8.00%
2026,15,38682,19.60%
2026,15,43044,32.20%
2026,15,43157,14.00%
2026,15,38255,12.30%
2026,15,38302,7.00%
2026,15,38311,13.80%
2026,15,38434,9.20%
2026,15,38714,10.50%
2026,15,38745,18.20%
2026,15,38814,10.40%
2026,15,38980,3.10%
2026,15,43092,16.40%
2026,15,43145,34.10%
2026,15,43171,13.70%
2026,15,43174,22.70%
2026,15,38300,1.80%
2026,15,38316,0.60%
2026,15,38329,2.90%
2026,15,38655,1.60%
2026,15,38758,0.40%
2026,15,38867,0.30%
2026,15,38926,0.10%
2026,15,43000,2.90%
2026,15,38318,2.50%
2026,15,38337,0.10%
2026,15,38476,0.10%
2026,15,38621,0.30%
2026,15,38707,2.50%
2026,15,38892,0.50%
2026,15,38971,3.40%
2026,15,38973,11.30%
2026,15,38321,7.40%
2026,15,38325,9.10%
2026,15,38341,10.80%
2026,15,38490,14.40%
2026,15,38708,10.80%
2026,15,38909,16.00%
2026,15,38927,1.10%
2026,15,38932,10.70%
2026,15,38960,7.20%
2026,15,38170,4.50%
2026,15,38218,2.90%
2026,15,38237,2.50%
2026,15,38249,17.90%
2026,15,38287,1.90%
2026,15,38290,2.60%
2026,15,38304,8.50%
2026,15,38330,22.40%
2026,15,38905,4.70%
2026,15,38978,9.40%
2026,15,38431,11.00%
2026,15,38529,7.20%
2026,15,38811,12.20%
2026,15,38903,8.80%
2026,15,38924,20.60%
2026,15,38930,9.70%
2026,15,38937,12.70%
2026,15,38965,4.30%
2026,15,38992,9.50%
2026,15,38995,9.40%
2026,15,38123,12.40%
2026,15,38155,8.50%
2026,15,38203,6.00%
2026,15,38234,8.10%
2026,15,38376,6.50%
2026,15,38463,7.50%
2026,15,38465,4.00%
2026,15,38487,1.00%
2026,15,38497,10.70%
2026,15,38762,8.60%
2026,15,38785,6.00%
2026,15,43123,16.80%
2026,15,38201,15.70%
2026,15,38223,1.00%
2026,15,38224,3.90%
2026,15,38584,8.00%
2026,15,38742,2.60%
2026,15,38907,11.60%
2026,15,38278,10.50%
2026,15,38282,11.30%
2026,15,38310,31.10%
2026,15,38443,3.30%
2026,15,38531,19.30%
2026,15,38537,10.30%
2026,15,38643,7.10%
2026,15,38870,13.00%
2026,15,38920,11.50%
2026,15,43018,12.40%
2026,15,38151,
2026,15,38161,
2026,15,38171,
2026,15,38206,
2026,15,38297,
2026,15,38299,
2026,15,38385,
2026,15,38395,
2026,15,38478,
2026,15,38608,
2026,15,38641,
2026,15,38653,
2026,15,38775,
2026,15,38789,
2026,15,38795,
2026,15,38796,
2026,15,38803,
2026,15,38827,
2026,15,38851,
2026,15,38877,
2026,15,38885,
2026,15,38901,
2026,15,38906,
2026,15,38910,
2026,15,38911,
2026,15,38929,
2026,15,38943,
2026,15,43082,
2026,15,43083,
2026,15,43162,
2026,16,38209,7.60%
2026,16,38317,7.70%
2026,16,38489,8.30%
2026,16,38589,11.40%
2026,16,38843,12.30%
2026,16,38872,18.70%
2026,16,38950,14.10%
2026,16,38989,14.20%
2026,16,43029,10.90%
2026,16,38101,0.50%
2026,16,38240,3.20%
2026,16,38272,3.00%
2026,16,38285,1.90%
2026,16,38291,0.70%
2026,16,38389,2.40%
2026,16,38404,3.80%
2026,16,38422,3.00%
2026,16,38433,3.20%
2026,16,38555,2.20%
2026,16,38613,16.80%
2026,16,38654,2.60%
2026,16,38681,4.80%
2026,16,43188,13.80%
2026,16,38183,6.10%
2026,16,38387,10.30%
2026,16,38577,2.30%
2026,16,38721,5.20%
2026,16,38732,5.20%
2026,16,38736,3.30%
2026,16,38813,1.10%
2026,16,38821,6.20%
2026,16,38857,27.80%
2026,16,43008,9.40%
2026,16,43124,6.80%
2026,16,38344,6.70%
2026,16,38635,6.40%
2026,16,38858,0.50%
2026,16,38109,9.50%
2026,16,38173,2.10%
2026,16,38312,2.80%
2026,16,38378,5.50%
2026,16,38423,3.30%
2026,16,38432,5.30%
2026,16,38440,3.00%
2026,16,38483,7.80%
2026,16,38498,3.60%
2026,16,38504,8.00%
2026,16,38554,0.20%
2026,16,38556,2.70%
2026,16,38558,7.20%
2026,16,38602,6.60%
2026,16,38658,2.90%
2026,16,38752,8.20%
2026,16,38850,2.80%
2026,16,38113,9.00%
2026,16,38139,8.80%
2026,16,38152,10.90%
2026,16,38208,14.50%
2026,16,38239,7.90%
2026,16,38365,4.30%
2026,16,38417,11.00%
2026,16,38430,3.00%
2026,16,38484,11.10%
2026,16,38585,8.70%
2026,16,38620,4.50%
2026,16,38663,13.80%
2026,16,43025,5.40%
2026,16,38111,5.00%
2026,16,38118,3.70%
2026,16,38194,4.10%
2026,16,38219,5.20%
2026,16,38349,9.00%
2026,16,38399,4.50%
2026,16,38405,3.10%
2026,16,38470,3.30%
2026,16,38557,1.30%
2026,16,38581,4.40%
2026,16,38600,0.00%
2026,16,38612,3.80%
2026,16,38676,2.00%
2026,16,38982,11.00%
2026,16,43045,7.50%
2026,16,38107,8.60%
2026,16,38116,6.20%
2026,16,38124,2.70%
2026,16,38129,6.30%
2026,16,38169,6.80%
2026,16,38398,8.60%
2026,16,38428,7.00%
2026,16,38447,1.50%
2026,16,38544,3.00%
2026,16,38571,2.50%
2026,16,38580,6.50%
2026,16,38615,4.30%
2026,16,38691,9.30%
2026,16,43159,1.50%
2026,16,38226,6.40%
2026,16,38279,1.10%
2026,16,38289,4.80%
2026,16,38418,1.60%
2026,16,38419,0.60%
2026,16,38468,3.30%
2026,16,38477,1.50%
2026,16,38496,5.90%
2026,16,38611,8.50%
2026,16,38645,0.70%
2026,16,38725,5.90%
2026,16,43070,10.10%
2026,16,38131,5.20%
2026,16,38172,2.70%
2026,16,38402,3.60%
2026,16,38406,1.80%
2026,16,38543,3.00%
2026,16,38560,1.80%
2026,16,38605,8.50%
2026,16,38625,2.30%
2026,16,38771,0.80%
2026,16,38784,3.60%
2026,16,38791,0.10%
2026,16,38806,5.50%
2026,16,38866,2.20%
2026,16,38133,12.60%
2026,16,38190,12.10%
2026,16,38192,8.70%
2026,16,38280,34.20%
2026,16,38634,18.50%
2026,16,38638,6.00%
2026,16,38804,5.40%
2026,16,38949,6.80%
2026,16,43069,15.10%
2026,16,43074,18.30%
2026,16,43166,7.30%
2026,16,38146,11.20%
2026,16,38157,8.20%
2026,16,38519,5.80%
2026,16,38698,4.80%
2026,16,38761,4.50%
2026,16,38768,3.80%
2026,16,38819,4.70%
2026,16,38831,9.20%
2026,16,38840,9.80%
2026,16,38897,9.90%
2026,16,43009,6.50%
2026,16,38114,5.20%
2026,16,38360,10.20%
2026,16,38379,0.80%
2026,16,38393,9.20%
2026,16,38469,9.80%
2026,16,38471,4.50%
2026,16,38472,4.10%
2026,16,38494,7.50%
2026,16,38637,3.20%
2026,16,38817,5.00%
2026,16,38964,3.90%
2026,16,38164,18.20%
2026,16,38222,14.20%
2026,16,38264,9.40%
2026,16,38599,17.00%
2026,16,38690,11.60%
2026,16,38731,11.20%
2026,16,38756,4.80%
2026,16,38787,10.10%
2026,16,38942,12.90%
2026,16,43100,16.60%
2026,16,38204,3.80%
2026,16,38359,10.60%
2026,16,38876,18.10%
2026,16,38917,12.10%
2026,16,43021,18.20%
2026,16,38217,2.30%
2026,16,38257,6.70%
2026,16,38259,10.90%
2026,16,38516,4.20%
2026,16,38586,3.10%
2026,16,38610,1.10%
2026,16,38993,20.90%
2026,16,43086,21.50%
2026,16,43146,7.10%
2026,16,38211,19.70%
2026,16,38212,5.20%
2026,16,38214,15.40%
2026,16,38354,24.40%
2026,16,38370,7.50%
2026,16,38639,20.00%
2026,16,38711,30.80%
2026,16,38723,11.60%
2026,16,38889,8.90%
2026,16,38972,32.40%
2026,16,38990,31.80%
2026,16,43001,21.50%
2026,16,38134,6.80%
2026,16,38260,1.20%
2026,16,38340,6.10%
2026,16,38464,6.60%
2026,16,38482,10.10%
2026,16,38501,6.40%
2026,16,38513,2.70%
2026,16,38526,4.50%
2026,16,38569,5.80%
2026,16,38570,9.70%
2026,16,38579,4.00%
2026,16,38619,10.10%
2026,16,38888,5.00%
2026,16,38941,1.40%
2026,16,38296,11.50%
2026,16,38328,10.80%
2026,16,38435,10.90%
2026,16,38488,12.40%
2026,16,38712,10.00%
2026,16,38744,16.50%
2026,16,38805,7.70%
2026,16,38828,23.50%
2026,16,38928,9.60%
2026,16,38975,15.10%
2026,16,43186,21.30%
2026,16,38408,18.10%
2026,16,38525,15.70%
2026,16,38738,8.70%
2026,16,38781,4.20%
2026,16,38839,17.40%
2026,16,38946,10.30%
2026,16,38966,21.00%
2026,16,38967,14.20%
2026,16,38267,11.10%
2026,16,38503,14.60%
2026,16,38760,16.90%
2026,16,38825,16.00%
2026,16,38842,15.80%
2026,16,38919,6.00%
2026,16,38923,24.90%
2026,16,38979,16.80%
2026,16,38991,12.70%
2026,16,43190,25.80%
2026,16,38273,0.50%
2026,16,38275,0.60%
2026,16,38335,1.40%
2026,16,38454,0.60%
2026,16,38593,0.90%
2026,16,38887,0.80%
2026,16,38921,0.10%
2026,16,38956,7.00%
2026,16,38983,4.60%
2026,16,43114,0.70%
2026,16,43115,8.10%
2026,16,43138,0.90%
2026,16,38436,2.90%
2026,16,38491,0.70%
2026,16,38782,7.00%
2026,16,38890,0.40%
2026,16,43010,4.00%
2026,16,43113,8.10%
2026,16,43150,10.30%
2026,16,38236,4.90%
2026,16,38309,7.00%
2026,16,38397,4.30%
2026,16,38413,2.50%
2026,16,38566,4.80%
2026,16,38614,6.20%
2026,16,38636,3.80%
2026,16,38648,4.20%
2026,16,38696,2.00%
2026,16,38838,7.50%
2026,16,43118,23.20%
2026,16,43137,3.10%
2026,16,38159,6.00%
2026,16,38338,0.10%
2026,16,38345,3.10%
2026,16,38479,7.20%
2026,16,38647,6.00%
2026,16,38868,1.50%
2026,16,38881,4.20%
2026,16,38931,4.70%
2026,16,38938,18.30%
2026,16,38969,4.50%
2026,16,38137,15.10%
2026,16,38143,5.60%
2026,16,38144,8.10%
2026,16,38153,4.50%
2026,16,38195,3.10%
2026,16,38229,11.80%
2026,16,38624,3.40%
2026,16,38640,8.20%
2026,16,38660,5.50%
2026,16,38994,5.30%
2026,16,43172,13.20%
2026,16,38210,3.70%
2026,16,38242,1.50%
2026,16,38288,1.50%
2026,16,38346,3.30%
2026,16,38381,1.40%
2026,16,38517,2.60%
2026,16,38523,4.40%
2026,16,38713,5.10%
2026,16,38863,0.80%
2026,16,38879,2.60%
2026,16,38162,11.20%
2026,16,38177,7.90%
2026,16,38213,5.60%
2026,16,38332,1.30%
2026,16,38352,5.80%
2026,16,38356,5.30%
2026,16,38449,8.20%
2026,16,38542,6.20%
2026,16,38575,17.40%
2026,16,38588,7.70%
2026,16,38861,4.10%
2026,16,43046,6.30%
2026,16,43051,16.10%
2026,16,38409,9.30%
2026,16,38448,12.70%
2026,16,38486,10.90%
2026,16,38551,5.40%
2026,16,38583,13.00%
2026,16,38675,9.90%
2026,16,38702,17.80%
2026,16,38703,13.90%
2026,16,43057,26.20%
2026,16,43084,15.60%
2026,16,43148,11.20%
2026,16,38147,21.00%
2026,16,38163,13.60%
2026,16,38174,10.60%
2026,16,38407,7.00%
2026,16,38672,4.60%
2026,16,38699,4.00%
2026,16,38700,3.90%
2026,16,38733,7.70%
2026,16,38753,6.50%
2026,16,38754,3.00%
2026,16,43047,13.80%
2026,16,43129,3.10%
2026,16,38121,12.20%
2026,16,38366,2.80%
2026,16,38386,6.80%
2026,16,38461,6.60%
2026,16,38538,7.40%
2026,16,38644,3.00%
2026,16,38709,14.00%
2026,16,38722,6.50%
2026,16,38727,5.80%
2026,16,38773,4.40%
2026,16,43041,6.90%
2026,16,38103,8.80%
2026,16,38104,7.60%
2026,16,38106,5.90%
2026,16,38112,3.90%
2026,16,38188,9.30%
2026,16,38227,1.20%
2026,16,38617,13.20%
2026,16,38646,10.60%
2026,16,38692,11.40%
2026,16,38730,3.90%
2026,16,38746,1.60%
2026,16,38954,4.90%
2026,16,43142,8.00%
2026,16,38115,10.30%
2026,16,38119,13.80%
2026,16,38142,18.10%
2026,16,38149,8.50%
2026,16,38266,17.20%
2026,16,38270,13.80%
2026,16,38363,10.60%
2026,16,38394,11.10%
2026,16,38507,16.50%
2026,16,38535,14.40%
2026,16,38925,9.50%
2026,16,43043,15.60%
2026,16,43130,12.30%
2026,16,38108,6.30%
2026,16,38110,0.20%
2026,16,38187,2.30%
2026,16,38191,2.50%
2026,16,38220,4.40%
2026,16,38382,0.20%
2026,16,38415,0.50%
2026,16,38481,1.50%
2026,16,38522,8.00%
2026,16,38541,5.40%
2026,16,38597,6.30%
2026,16,38627,0.80%
2026,16,38136,13.90%
2026,16,38186,12.20%
2026,16,38230,4.50%
2026,16,38374,12.00%
2026,16,38442,8.40%
2026,16,38460,8.70%
2026,16,38606,5.20%
2026,16,38661,15.20%
2026,16,38674,18.50%
2026,16,38694,3.90%
2026,16,38792,10.10%
2026,16,38845,9.40%
2026,16,38138,1.70%
2026,16,38141,7.60%
2026,16,38319,7.10%
2026,16,38441,4.80%
2026,16,38547,7.80%
2026,16,38668,2.20%
2026,16,38841,4.80%
2026,16,38896,13.00%
2026,16,38987,5.90%
2026,16,43059,3.50%
2026,16,43068,1.80%
2026,16,38158,3.90%
2026,16,38166,2.70%
2026,16,38390,1.70%
2026,16,38400,0.30%
2026,16,38445,3.90%
2026,16,38512,11.60%
2026,16,38532,8.30%
2026,16,38751,6.10%
2026,16,38755,0.10%
2026,16,38777,2.00%
2026,16,38780,5.20%
2026,16,38798,4.80%
2026,16,38810,1.30%
2026,16,38180,6.00%
2026,16,38184,3.20%
2026,16,38198,14.10%
2026,16,38533,18.90%
2026,16,38540,7.20%
2026,16,38564,4.40%
2026,16,38741,5.50%
2026,16,38765,20.00%
2026,16,38788,10.80%
2026,16,38865,12.10%
2026,16,38968,12.20%
2026,16,38196,5.90%
2026,16,38246,16.20%
2026,16,38254,15.50%
2026,16,38263,12.80%
2026,16,38336,25.10%
2026,16,38596,17.40%
2026,16,38830,6.20%
2026,16,38883,13.20%
2026,16,38898,4.50%
2026,16,38935,21.50%
2026,16,38958,21.10%
2026,16,38963,14.20%
2026,16,43005,15.80%
2026,16,38205,11.30%
2026,16,38207,3.40%
2026,16,38371,16.40%
2026,16,38411,20.20%
2026,16,38527,8.60%
2026,16,38546,11.70%
2026,16,38651,5.60%
2026,16,38677,17.60%
2026,16,38719,16.60%
2026,16,38837,16.70%
2026,16,43111,30.50%
2026,16,43132,15.40%
2026,16,43194,7.90%
2026,16,43195,4.60%
2026,16,38248,8.60%
2026,16,38671,3.50%
2026,16,38680,1.60%
2026,16,38808,4.30%
2026,16,38816,4.40%
2026,16,38875,14.80%
2026,16,38984,9.90%
2026,16,43007,16.50%
2026,16,43019,8.00%
2026,16,43154,2.70%
2026,16,38258,7.20%
2026,16,38313,5.60%
2026,16,38322,9.20%
2026,16,38380,1.50%
2026,16,38545,5.80%
2026,16,38582,3.60%
2026,16,38670,5.20%
2026,16,38836,4.90%
2026,16,38869,9.10%
2026,16,38874,15.90%
2026,16,38977,2.50%
2026,16,43143,0.20%
2026,16,38122,3.20%
2026,16,38148,6.70%
2026,16,38150,7.90%
2026,16,38189,3.60%
2026,16,38225,7.30%
2026,16,38233,2.50%
2026,16,38361,6.70%
2026,16,38414,3.50%
2026,16,38438,7.50%
2026,16,38485,7.90%
2026,16,38508,2.30%
2026,16,38534,1.00%
2026,16,38578,9.30%
2026,16,38607,8.00%
2026,16,38633,1.80%
2026,16,38704,0.10%
2026,16,38747,0.50%
2026,16,38749,2.60%
2026,16,38769,7.00%
2026,16,38829,4.00%
2026,16,38847,9.50%
2026,16,38957,9.50%
2026,16,43011,3.50%
2026,16,43058,6.70%
2026,16,43147,7.80%
2026,16,38243,10.60%
2026,16,38252,8.20%
2026,16,38271,5.60%
2026,16,38274,3.00%
2026,16,38277,17.30%
2026,16,38307,2.00%
2026,16,38326,12.10%
2026,16,38383,11.50%
2026,16,38446,4.40%
2026,16,38509,6.30%
2026,16,38539,1.00%
2026,16,38664,6.40%
2026,16,38740,4.10%
2026,16,38763,5.20%
2026,16,38778,13.80%
2026,16,38779,10.80%
2026,16,38922,7.80%
2026,16,38933,2.60%
2026,16,38948,0.60%
2026,16,38952,9.40%
2026,16,43016,4.00%
2026,16,43060,7.40%
2026,16,43106,13.50%
2026,16,43156,6.20%
2026,16,38245,7.70%
2026,16,38247,6.40%
2026,16,38251,14.30%
2026,16,38453,3.40%
2026,16,38552,2.00%
2026,16,38673,8.90%
2026,16,38884,14.40%
2026,16,38904,9.10%
2026,16,43027,15.40%
2026,16,43032,12.60%
2026,16,43089,11.20%
2026,16,38268,11.50%
2026,16,38286,10.20%
2026,16,38601,13.10%
2026,16,38642,3.30%
2026,16,38729,9.20%
2026,16,38809,0.10%
2026,16,38812,5.90%
2026,16,38832,6.80%
2026,16,38899,8.80%
2026,16,38997,12.50%
2026,16,38262,21.80%
2026,16,38355,4.90%
2026,16,38392,11.00%
2026,16,38473,11.40%
2026,16,38506,5.30%
2026,16,38563,14.50%
2026,16,38630,9.00%
2026,16,38734,10.70%
2026,16,38891,14.10%
2026,16,38912,22.50%
2026,16,38974,9.80%
2026,16,43063,8.10%
2026,16,43185,26.50%
2026,16,38265,9.00%
2026,16,38412,0.30%
2026,16,38450,7.20%
2026,16,38737,3.50%
2026,16,38848,6.00%
2026,16,38934,1.40%
2026,16,38999,2.00%
2026,16,43076,2.60%
2026,16,38683,11.10%
2026,16,38726,7.30%
2026,16,38743,10.50%
2026,16,38873,10.70%
2026,16,43003,22.00%
2026,16,43042,12.70%
2026,16,43096,14.00%
2026,16,38283,15.40%
2026,16,38342,22.40%
2026,16,38353,33.80%
2026,16,38524,13.00%
